timestamp,tweet_id,full_text,jpg_url,source,dog_name,favorite_count,retweet_count,rating_numerator,rating_denominator,first_dog_prediction,first_prediction_outcome,second_dog_prediction,second_prediction_outcome,third_dog_prediction,third_prediction_outcome,doggo,floofer,pupper,puppo
20161109 02:29 AM,796177847564038144,RT @dog_rates: This is Ruby. She just turned on the news. Officially terrified. 11/10 deep breaths Ruby https://t.co/y5KarNXWXt,https://pbs.twimg.com/media/Cwx99rpW8AMk_Ie.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ruby,0,15141,11,10,Golden Retriever,True,Labrador Retriever,True,Seat Belt,False,,,,
20161109 12:37 AM,796149749086875649,This is Ruby. She just turned on the news. Officially terrified. 11/10 deep breaths Ruby https://t.co/y5KarNXWXt,https://pbs.twimg.com/media/Cwx99rpW8AMk_Ie.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ruby,33945,15141,11,10,Golden Retriever,True,Labrador Retriever,True,Seat Belt,False,,,,
20161108 10:25 PM,796116448414461957,I didn't believe it at first but now I can see that voter fraud is a serious h*ckin issue. 11/10 https://t.co/7i0bDMbrVN,https://pbs.twimg.com/media/CwxfrguUUAA1cbl.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,9586,2563,11,10,Cardigan,True,Pembroke,True,Papillon,True,,,,
20161108 08:00 PM,796080075804475393,This is Yogi. He's 98% floof. Snuggable af. 12/10 https://t.co/opoXKxmfFm,https://pbs.twimg.com/media/Cww-msrXcAAxm3K.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Yogi,8896,2460,12,10,Chow,True,Tibetan Mastiff,True,Gibbon,False,,,,
20161108 04:47 PM,796031486298386433,This is Daisy. She's here to make your day better. 13/10 mission h*ckin successful https://t.co/PbgvuD0qIL,https://pbs.twimg.com/media/CwwSaWJWIAASuoY.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Daisy,11370,3926,13,10,Golden Retriever,True,Labrador Retriever,True,Doormat,False,,,,
20161107 03:14 AM,795464331001561088,Elder doggo does a splash. Both 13/10 incredible stuff https://t.co/gBUDjdEcqz,https://pbs.twimg.com/ext_tw_video_thumb/795464066940764160/pu/img/jPkMMQXdydb7CqFX.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,52276,25130,13,10,Golden Retriever,True,Chesapeake Bay Retriever,True,Soft-Coated Wheaten Terrier,True,doggo,,,
20161106 10:59 PM,795400264262053889,This is Brody. He's trying to make the same face as the football. 12/10 https://t.co/2H4MfOGlpQ,https://pbs.twimg.com/media/CwnUUGTWIAE8sFR.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Brody,10595,3054,12,10,Golden Retriever,True,Labrador Retriever,True,Tennis Ball,False,,,,
20161106 01:33 AM,795076730285391872,This is Bailey. She loves going down slides but is very bad at it. Still 11/10 https://t.co/ivPWhspN3E,https://pbs.twimg.com/media/CwiuEJmW8AAZnit.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Bailey,17027,5748,11,10,Gas Pump,False,Harvester,False,Swing,False,,,,
20161105 07:24 PM,794983741416415232,RT @dog_rates: This is Rizzy. She smiles a lot. 12/10 contagious af https://t.co/TU4sZogVIq,https://pbs.twimg.com/media/CvT6IV6WEAQhhV5.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Rizzy,0,3574,12,10,Schipperke,True,Kelpie,True,Norwegian Elkhound,True,,,,
20161105 03:37 PM,794926597468000259,This is Mack. He's rather h*ckin sleepy. Exceptional ears. 12/10 would boop https://t.co/XRPvTPF0VH,https://pbs.twimg.com/media/CwglhZVXgAAc3_w.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Mack,10799,2442,12,10,Teddy,False,Bath Towel,False,Toy Poodle,True,,,,
20161104 01:48 AM,794355576146903043,RT @dog_rates: This is Butter. She can have whatever she wants forever. 12/10 would hug softly https://t.co/x5gXRS1abq,https://pbs.twimg.com/media/CvJCabcWgAIoUxW.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Butter,0,10907,12,10,Cocker Spaniel,True,Golden Retriever,True,Jigsaw Puzzle,False,,,,
20161104 12:15 AM,794332329137291264,This is Nimbus (like the cloud). He just bought this fancy af duck raincoat. Only protects one ear tho. 12/10 so h*ckin floofy https://t.co/SIQbb8c3AU,https://pbs.twimg.com/media/CwYJBiHXgAQlvrh.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Nimbus,10058,2816,12,10,Samoyed,True,Malamute,True,Great Pyrenees,True,,,,
20161103 03:51 PM,794205286408003585,This is Laika. She was a space pupper. The first space pupper actually. Orbited earth like a h*ckin boss. 14/10 hero af https://t.co/trSjgY3h4g,https://pbs.twimg.com/media/CwWVe_3WEAAHAvx.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Laika,9675,3511,14,10,Pedestal,False,Fountain,False,Brass,False,,,pupper,
20161102 11:45 PM,793962221541933056,This is Maximus. His face is stuck like that. Tragic really. Great tongue tho. 12/10 would pet firmly https://t.co/xIfrsMNLBR,https://pbs.twimg.com/media/CwS4aqZXUAAe3IO.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Maximus,17664,5174,12,10,Labrador Retriever,True,Golden Retriever,True,Staffordshire Bullterrier,True,,,,
20161102 04:00 PM,793845145112371200,This is Clark. He was just caught wearing pants. 13/10 game-changing af https://t.co/2Xo19aPrG5,https://pbs.twimg.com/media/CwRN8H6WgAASe4X.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Clark,9684,1983,13,10,Old English Sheepdog,True,Bedlington Terrier,True,Kerry Blue Terrier,True,,,,
20161102 12:42 AM,793614319594401792,RT @dog_rates: When she says you're a good boy and you know you're a good boy because you're a good boy. 13/10 https://t.co/O5IUmRHRIh,https://pbs.twimg.com/media/CvyVxQRWEAAdSZS.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0,3310,13,10,Golden Retriever,True,Labrador Retriever,True,Kuvasz,True,,,,
20161101 11:53 PM,793601777308463104,This is Dobby. I can't stop looking at her feet. 12/10 would absolutely snug https://t.co/LhzPWv6rTv,https://pbs.twimg.com/media/CwNwmxvXEAEJ54Z.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Dobby,8386,1724,12,10,Miniature Pinscher,True,Chihuahua,True,Toy Terrier,True,,,,
20161101 05:12 PM,793500921481273345,This is Fiona. She's an extremely mediocre copilot. Very distracting. Wink makes up for all the missed turns. 12/10 https://t.co/aF5MmpvPqN,https://pbs.twimg.com/media/CwMU34YWIAAz1nU.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Fiona,11230,2519,12,10,Golden Retriever,True,Labrador Retriever,True,Chesapeake Bay Retriever,True,,,,
20161101 03:00 AM,793286476301799424,This is Moreton. He's the Good Boy Who Lived. 13/10 magical as h*ck https://t.co/rLHGx3VAF3,https://pbs.twimg.com/media/CwJR1okWIAA6XMp.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Moreton,25841,9736,13,10,Afghan Hound,True,Borzoi,True,Doormat,False,,,,
20161101 02:00 AM,793271401113350145,Meet Dave. It's his favorite day of the year. He gets to fulfill his dream of being a dinosaur. 12/10 inspirational af https://t.co/MgQSdfZGPN,https://pbs.twimg.com/media/CwJEIKTWYAAvL-T.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Dave,9107,2525,12,10,Siberian Husky,True,Eskimo Dog,True,Pembroke,True,,,,
20161101 01:00 AM,793256262322548741,Oh h*ck look at this spookling right here. Fright level off the charts. 12/10 sufficiently spooked https://t.co/BNy9IIJMb0,https://pbs.twimg.com/media/CwI2XCvXEAEO8mc.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,21012,8842,12,10,Basset,True,Walker Hound,True,Beagle,True,,,,
20161101 12:00 AM,793241302385262592,This is Tucker. He's out here bustin h*ckin ghosts. 13/10 dedicated af https://t.co/Ap477GhwXt,https://pbs.twimg.com/media/CwIougTWcAAMLyq.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tucker,11049,3477,13,10,Golden Retriever,True,Labrador Retriever,True,Cocker Spaniel,True,,,,
20161031 11:00 PM,793226087023144960,"This is Juno. She spooked me up real good, but only to get my attention. Above average handwriting for a dog I think. 11/10 https://t.co/hFxxBCWlwj",https://pbs.twimg.com/media/CwIa5CjW8AErZgL.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Juno,10338,3042,11,10,Wire-Haired Fox Terrier,True,Lakeland Terrier,True,English Springer,True,,,,
20161031 10:00 PM,793210959003287553,This is Maude. She's the h*ckin happiest wasp you've ever seen. 10/10 would pet with caution https://t.co/etL8FHBrh8,https://pbs.twimg.com/media/CwINKJeW8AYHVkn.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Maude,9378,2968,10,10,Doormat,False,French Bulldog,True,Boston Bull,True,,,,
20161031 09:00 PM,793195938047070209,Say hello to Lily. She's pupset that her costume doesn't fit as well as last year. 12/10 poor puppo https://t.co/YSi6K1firY,https://pbs.twimg.com/media/CwH_foYWgAEvTyI.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lily,16054,5964,12,10,Labrador Retriever,True,Golden Retriever,True,Chihuahua,True,,,,puppo
20161031 08:00 PM,793180763617361921,This is Newt. He's a strawberry. 11/10 https://t.co/2VhmlwxA1Q,https://pbs.twimg.com/media/CwHxsdYVMAAqGCJ.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Newt,7282,2116,11,10,Lakeland Terrier,True,Irish Terrier,True,Airedale,True,,,,
20161031 07:00 PM,793165685325201412,This is Benji. He's Air Bud. It's a low effort costume but he pulls it off rather h*ckin well. 12/10 would happily get dunked on https://t.co/IbzT7DJvBo,https://pbs.twimg.com/media/CwHj-jGWAAAnsny.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Benji,9886,2946,12,10,Golden Retriever,True,Labrador Retriever,True,Doormat,False,,,,
20161031 06:00 PM,793150605191548928,This is Nida. She's a free elf. Waited so long for this day. 11/10 https://t.co/3lE8Izgmkf,https://pbs.twimg.com/media/CwHWOZ7W8AAHv8S.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Nida,6494,1803,11,10,Italian Greyhound,True,Bluetick,True,Standard Poodle,True,,,,
20161031 05:00 PM,793135492858580992,Your favorite squad is looking extra h*ckin spooky today. 13/10 for all https://t.co/PrgvOyPtDT,https://pbs.twimg.com/media/CwHIg61WIAApnEV.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,6794,2630,13,10,Bakery,False,Saltshaker,False,Teddy,False,,,,
20161031 04:00 PM,793120401413079041,"This is Robin. She's desperately trying to do me a frighten, but her tongue drastically decreases her spook value. Still 11/10 great effort https://t.co/sxMrsOZ8zb",https://pbs.twimg.com/media/CwG6zDfWcAA8jBD.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Robin,13342,4140,11,10,Labrador Retriever,True,Golden Retriever,True,Kuvasz,True,,,,
20161031 12:20 AM,792883833364439040,This is Bailey. She's rather h*ckin hype for Halloween tomorrow. Carved those pupkins herself. 12/10 https://t.co/v17mFm0Ftz,https://pbs.twimg.com/media/CwDjoH3WAAIniIs.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Bailey,11874,4522,12,10,Jack-O'-Lantern,False,Basketball,False,Standard Poodle,True,,,,
20161030 05:02 PM,792773781206999040,This is Monster. Not an actual monster tho. He's showing you his tongue. Very impressive Monster. 12/10 would snug https://t.co/RhaPExuxJL,https://pbs.twimg.com/media/CwB_i-zXEAEiP29.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Monster,7722,1781,12,10,Yorkshire Terrier,True,Silky Terrier,True,Australian Terrier,True,,,,
20161029 03:55 PM,792394556390137856,Meet BeBe. She rocks the messy bun of your dreams. H*ckin flawless. 12/10 would watch her tutorial https://t.co/of0pFNBIl8,https://pbs.twimg.com/media/Cv8moW9W8AIHOxR.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BeBe,14119,4543,12,10,Cocker Spaniel,True,Irish Setter,True,Miniature Poodle,True,,,,
20161028 05:07 PM,792050063153438720,This is Remus. He's a mop that came to life. Can't see anything. Constantly trips over himself. Still a very good dog. 11/10 https://t.co/S3f1SYylzu,https://pbs.twimg.com/media/Cv3tU38WcAASFas.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Remus,7527,1915,11,10,Komondor,True,Swab,False,Tibetan Terrier,True,,,,
20161027 04:06 PM,791672322847637504,When she says you're a good boy and you know you're a good boy because you're a good boy. 13/10 https://t.co/O5IUmRHRIh,https://pbs.twimg.com/media/CvyVxQRWEAAdSZS.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,12340,3310,13,10,Golden Retriever,True,Labrador Retriever,True,Kuvasz,True,,,,
20161026 10:31 PM,791406955684368384,Say hello to Levi. He's a Madagascan Butterbop. One of the more docile Butterbops I've seen. 12/10 would give all the pets https://t.co/Zcw9Sccctc,https://pbs.twimg.com/media/CvukbEkWAAAV-69.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Levi,13781,4367,12,10,Pembroke,True,Cardigan,True,Basenji,True,,,,
20161026 04:14 PM,791312159183634433,This is Mabel. She's super h*ckin smol. Portable af. Comes with the smol shoe. 12/10 would keep in frocket https://t.co/GGJvxYt3xK,https://pbs.twimg.com/media/CvtONV4WAAAQ3Rn.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Mabel,9227,2681,12,10,Miniature Pinscher,True,Toy Terrier,True,Doberman,True,,,,
20161025 09:18 PM,791026214425268224,RT @dog_rates: This is Alfie. He's touching a butt. Couldn't be happier. 11/10 https://t.co/gx3xF5mZbo,https://pbs.twimg.com/media/CpmyNumW8AAAJGj.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Alfie,0,4348,11,10,Malamute,True,Jean,False,Keeshond,True,,,,
20161025 06:44 PM,790987426131050500,This is Misty. She has a cowboy hat on her nose. 12/10 https://t.co/Eno0mypHIr,https://pbs.twimg.com/media/Cvom3ZJXEAE29TD.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Misty,10359,2257,12,10,Cocker Spaniel,True,Flat-Coated Retriever,True,Newfoundland,True,,,,
20161025 04:00 PM,790946055508652032,This is Betty. She's assisting with the dishes. Such a good puppo. 12/10 h*ckin helpful af https://t.co/dgvTPZ9tgI,https://pbs.twimg.com/media/CvoBPWRWgAA4het.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Betty,17475,4967,12,10,Dishwasher,False,Golden Retriever,True,Chow,True,,,,puppo
20161025 01:14 AM,790723298204217344,RT @dog_rates: This is Happy. He's a bathtub reviewer. Seems to be pleased with this one. 12/10 https://t.co/Ln89R4FP7v,https://pbs.twimg.com/media/CvaYgDOWgAEfjls.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Happy,0,2453,12,10,Tub,False,Bathtub,False,Golden Retriever,True,,,,
20161024 11:37 PM,790698755171364864,This is Mosby. He appears to be rather h*ckin snuggable af. 12/10 keep it up Mosby https://t.co/IiiBq460I7,https://pbs.twimg.com/media/CvkgUjbUsAEvo7l.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Mosby,8612,2027,12,10,Bernese Mountain Dog,True,Entlebucher,True,Appenzeller,True,,,,
20161024 03:53 PM,790581949425475584,This is Duke. He sneaks into the fridge sometimes. It's his safe place. 11/10 would give little jacket if necessary https://t.co/Fd5WFDTMH4,https://pbs.twimg.com/media/Cvi2FiKWgAAif1u.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Duke,21698,7590,11,10,Refrigerator,False,Malinois,True,Kelpie,True,,,,
20161023 11:42 PM,790337589677002753,Meet Maggie. She can hear your cells divide. 12/10 can also probably fly https://t.co/ovE2hqXryV,https://pbs.twimg.com/media/CvfX2AnWYAAQTay.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Maggie,8213,1979,12,10,Pembroke,True,Cardigan,True,Toy Terrier,True,,,,
20161023 07:42 PM,790277117346975746,This is Bruce. He never backs down from a challenge. 11/10 you got this Bruce https://t.co/aI7umZHIq7,https://pbs.twimg.com/media/Cveg1-NXgAASaaT.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Bruce,13177,3361,11,10,Labrador Retriever,True,Great Dane,True,Curly-Coated Retriever,True,,,,
20161023 12:27 AM,789986466051088384,This is Happy. He's a bathtub reviewer. Seems to be pleased with this one. 12/10 https://t.co/Ln89R4FP7v,https://pbs.twimg.com/media/CvaYgDOWgAEfjls.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Happy,9704,2453,12,10,Tub,False,Bathtub,False,Golden Retriever,True,,,,
20161021 10:48 PM,789599242079838210,This is Brownie. She's wearing a Halloween themed onesie. 12/10 festive af https://t.co/0R4meWXFOx,https://pbs.twimg.com/media/CvU4UZpXgAE1pAV.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Brownie,7097,2034,12,10,Chesapeake Bay Retriever,True,Beagle,True,Labrador Retriever,True,,,,
20161021 06:16 PM,789530877013393408,This is Rizzy. She smiles a lot. 12/10 contagious af https://t.co/TU4sZogVIq,https://pbs.twimg.com/media/CvT6IV6WEAQhhV5.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Rizzy,12358,3574,12,10,Schipperke,True,Kelpie,True,Norwegian Elkhound,True,,,,
20161021 12:53 AM,789268448748703744,This is Stella. She's happier than I will ever be. 10/10 would trade lives with https://t.co/JSs2bfDtTS,https://pbs.twimg.com/media/CvQLdotWcAAZn86.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Stella,9572,2750,10,10,Malamute,True,Siberian Husky,True,Eskimo Dog,True,,,,
20161020 01:03 AM,788908386943430656,"This is Lucy. She destroyed not one, but two remotes trying to turn off the debate. 11/10 relatable af https://t.co/3BXh073tDm",https://pbs.twimg.com/media/CvLD-mbWYAAFI8w.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lucy,28752,13146,11,10,Remote Control,False,Oscilloscope,False,Golden Retriever,True,,,,
20161019 03:37 PM,788765914992902144,This is Butter. She can have whatever she wants forever. 12/10 would hug softly https://t.co/x5gXRS1abq,https://pbs.twimg.com/media/CvJCabcWgAIoUxW.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Butter,28762,10907,12,10,Cocker Spaniel,True,Golden Retriever,True,Jigsaw Puzzle,False,,,,
20161018 04:11 PM,788412144018661376,This is Dexter. He breaks hearts for a living. 11/10 h*ckin handsome af https://t.co/4DhSsC1W7S,https://pbs.twimg.com/media/CvEAqQoWgAADj5K.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Dexter,16329,5579,11,10,Golden Retriever,True,Labrador Retriever,True,Brittany Spaniel,True,,,,
20161018 12:41 AM,788178268662984705,Atlas is back and this time he's got doggles. Still 13/10 solarly conscious af https://t.co/s7MgFWDySc,https://pbs.twimg.com/media/CvAr88kW8AEKNAO.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,7588,2224,13,10,Samoyed,True,Pomeranian,True,Arctic Fox,False,,,,
20161017 03:31 PM,788039637453406209,Did... did they pick out that license plate? 12/10 for both https://t.co/lRmUUOxgbQ,https://pbs.twimg.com/media/Cu-t20yWEAAFHXi.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,6449,1395,12,10,Beach Wagon,False,Minivan,False,Limousine,False,,,,
20161017 12:20 AM,787810552592695296,This is Frank. He wears sunglasses and walks himself. 11/10 I'll never be this cool or independent https://t.co/pNNjBtHWPc,https://pbs.twimg.com/media/Cu7dg2RXYAIaGXE.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Frank,9107,3240,11,10,Pug,True,French Bulldog,True,English Setter,True,,,,
20161016 06:11 PM,787717603741622272,This is Tonks. She is a service puppo. Can hear a caterpillar hiccup from 7 miles away. 13/10 would follow anywhere https://t.co/i622ZbWkUp,https://pbs.twimg.com/media/Cu6I9vvWIAAZG0a.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tonks,10731,2937,13,10,German Shepherd,True,Malinois,True,Kelpie,True,,,,puppo
20161015 09:01 PM,787397959788929025,This is Moose. He's rather h*ckin dangerous (you can tell by the collar). 11/10 would still attempt to snug https://t.co/lHVHGdDzb3,https://pbs.twimg.com/media/Cu1mQsDWEAAU_VQ.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Moose,11381,2998,11,10,Chihuahua,True,Toy Terrier,True,Miniature Pinscher,True,,,,
20161015 04:01 PM,787322443945877504,This is Lincoln. He forgot to use his blinker when he changed lanes just now. Guilty as h*ck. Still 10/10 https://t.co/lsrR83SiVp,https://pbs.twimg.com/media/Cu0hlfwWYAEdnXO.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lincoln,8165,1845,10,10,Seat Belt,False,Golden Retriever,True,Dingo,False,,,,
20161014 04:13 PM,786963064373534720,This is Rory. He's got an interview in a few minutes. Looking spiffy af. Nervous as h*ck tho. 12/10 would hire https://t.co/ibj5g6xaAj,https://pbs.twimg.com/media/Cuvau3MW8AAxaRv.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Rory,27898,8424,12,10,Golden Retriever,True,Saluki,True,Labrador Retriever,True,,,,
20161013 11:23 PM,786709082849828864,"This is Logan, the Chow who lived. He solemnly swears he's up to lots of good. H*ckin magical af 9.75/10 https://t.co/yBO5wuqaPS",https://pbs.twimg.com/media/CurzvFTXgAA2_AP.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Logan,19105,6447,75,10,Pomeranian,True,Persian Cat,False,Chow,True,,,,
20161013 08:28 PM,786664955043049472,"""Honestly Kathleen I just want more Ken Bone"" 12/10 https://t.co/HmlEvAMP4r",https://pbs.twimg.com/media/CurLmoqXgAEPoJ-.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,11159,2697,12,10,Leonberg,True,Keeshond,True,Pomeranian,True,,,,
20161013 03:54 PM,786595970293370880,This is Dale. He's a real spookster. Did me quite the frighten. 11/10 not too spooky to pet tho https://t.co/L8BWDD4oBX,https://pbs.twimg.com/media/CuqM0fVWAAAboKR.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Dale,9861,3288,11,10,Pembroke,True,Cardigan,True,Chow,True,,,,
20161013 12:29 AM,786363235746385920,This is Rizzo. He has many talents. A true renaissance doggo. 13/10 entertaining af https://t.co/TVXpEJB7Wn,https://pbs.twimg.com/media/Cum5LlfWAAAyPcS.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Rizzo,11427,3699,13,10,Golden Retriever,True,Labrador Retriever,True,Saluki,True,doggo,,,
20161012 03:55 PM,786233965241827333,This is Mattie. She's extremely dangerous. Will bite your h*ckin finger right off. Still 11/10 would pet with caution https://t.co/78c9W8kLFh,https://pbs.twimg.com/media/CulDnZpWcAAGbZ-.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Mattie,16020,5032,11,10,Labrador Retriever,True,Schipperke,True,Staffordshire Bullterrier,True,,,,
20161012 02:53 AM,786036967502913536,RT @dog_rates: This is Scout. He really wants to kiss himself. H*ckin inappropriate. 11/10 narcissistic af https://t.co/x0gV2Ck3AD,https://pbs.twimg.com/media/CtKHLuCWYAA2TTs.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Scout,0,7451,11,10,Golden Retriever,True,Cocker Spaniel,True,Great Pyrenees,True,,,,
20161011 07:39 PM,785927819176054784,This is Lucy. She's strives to be the best potato she can be. 12/10 would boop https://t.co/lntsj7Fc4Y,https://pbs.twimg.com/media/CugtKeXWEAAamDZ.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lucy,11928,3346,12,10,Teddy,False,Toy Poodle,True,Chow,True,,,,
20161011 04:00 PM,785872687017132033,Meet Rusty. He appears to be rather h*ckin fluffy. Also downright adorable af. 12/10 would rub my face against his https://t.co/1j9kLGb4wV,https://pbs.twimg.com/ext_tw_video_thumb/785872596088811520/pu/img/5O-_BgqdFQu_2Bt7.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Rusty,7005,1922,12,10,Great Pyrenees,True,Golden Retriever,True,Pekinese,True,,,,
20161011 12:34 AM,785639753186217984,This is Pinot. He's a sophisticated doggo. You can tell by the hat. Also pointier than your average pupper. Still 10/10 would pet cautiously https://t.co/f2wmLZTPHd,https://pbs.twimg.com/media/CucnLmeWAAALOSC.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Pinot,8195,2347,10,10,Porcupine,False,Sea Urchin,False,Echidna,False,doggo,,pupper,
20161010 05:32 PM,785533386513321988,This is Dallas. Her tongue is ridiculous. 11/10 h*ckin proud af https://t.co/h4jhlH4EyG,https://pbs.twimg.com/media/CubGchjXEAA6gpw.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Dallas,9547,2105,11,10,Miniature Pinscher,True,Black-And-Tan Coonhound,True,Rottweiler,True,,,,
20161009 05:31 PM,785170936622350336,This is Hero. He was enjoying the car ride until he remembered that bees are dying globally at an alarming rate. 11/10 https://t.co/cubFg7F4qQ,https://pbs.twimg.com/media/CuV8yfxXEAAUlye.jpg,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Hero,12625,5106,11,10,Seat Belt,False,Eskimo Dog,True,Samoyed,True,,,,
